bb_center,bb_max,bb_min,centroid,face_type,filename,label,n_faces,n_vertices,
"0.020697
0.058987
0.010283","0.520697
0.222140
0.158711","-0.479303
-0.104166
-0.138144","0.010348
0.029493
0.005142",tri,226.off,Fish,41712,20858,
"0.020697
0.058987
0.010283","0.520697
0.222140
0.158711","-0.479303
-0.104166
-0.138144","0.010348
0.029493
0.005142",tri,227.off,Fish,41712,20858,
"0.086814
0.038213
0.002641","0.586814
0.260837
0.149288","-0.413186
-0.184410
-0.144006","0.043407
0.019107
0.001321",tri,228.off,Fish,44720,22362,
"0.032960
0.091868
0.004533","0.532960
0.275165
0.154255","-0.467040
-0.091428
-0.145189","0.016480
0.045934
0.002267",tri,229.off,Fish,41944,20974,
"-0.010984
0.097526
0.000044","0.489016
0.379485
0.173936","-0.510984
-0.184433
-0.173848","-0.005492
0.048763
0.000022",tri,230.off,Fish,60568,30286,
"0.112885
0.023601
0.012108","0.612885
0.212050
0.219214","-0.387115
-0.164848
-0.194999","0.056443
0.011800
0.006054",tri,231.off,Fish,50096,25050,
"0.093351
-0.010852
0.017577","0.593351
0.145392
0.158447","-0.406649
-0.167095
-0.123294","0.046676
-0.005426
0.008788",tri,232.off,Fish,43504,21754,
"0.186041
0.028266
-0.008080","0.686041
0.313798
0.301025","-0.313959
-0.257267
-0.317184","0.093020
0.014133
-0.004040",tri,233.off,Fish,20368,10186,
"0.101495
0.045323
-0.017406","0.601495
0.296507
0.214087","-0.398505
-0.205861
-0.248898","0.050748
0.022662
-0.008703",tri,234.off,Fish,59968,29986,
"0.088905
-0.008135
0.003857","0.588905
0.148676
0.188267","-0.411095
-0.164946
-0.180554","0.044452
-0.004068
0.001928",tri,235.off,Fish,41984,20994,
"0.102773
0.041521
0.017523","0.602773
0.189502
0.187980","-0.397227
-0.106459
-0.152934","0.051387
0.020761
0.008762",tri,236.off,Fish,38744,19374,
"0.105597
-0.022334
0.010497","0.605597
0.107515
0.137984","-0.394403
-0.152184
-0.116991","0.052798
-0.011167
0.005248",tri,237.off,Fish,35496,17750,
"0.099098
-0.005793
-0.006514","0.599098
0.134290
0.157103","-0.400902
-0.145876
-0.170132","0.049549
-0.002897
-0.003257",tri,238.off,Fish,40752,20378,
"0.093119
0.026798
0.018810","0.593119
0.205633
0.126188","-0.406881
-0.152036
-0.088568","0.046560
0.013399
0.009405",tri,239.off,Fish,40952,20478,
"0.124637
0.058642
0.015194","0.624637
0.272436
0.208669","-0.375363
-0.155153
-0.178280","0.062318
0.029321
0.007597",tri,240.off,Fish,54648,27326,
"0.165977
0.096101
-0.000624","0.665977
0.435572
0.170087","-0.334023
-0.243370
-0.171335","0.082989
0.048050
-0.000312",tri,381.off,FourLeg,55488,27746,
"-0.006545
0.198186
0.044620","0.493455
0.529096
0.199115","-0.506545
-0.132724
-0.109874","-0.003272
0.099092
0.022310",tri,382.off,FourLeg,64608,32306,
"0.111561
0.054072
-0.002732","0.611561
0.328042
0.161032","-0.388439
-0.219898
-0.166495","0.055780
0.027036
-0.001366",tri,383.off,FourLeg,26658,13331,
"-0.002576
0.168901
0.001471","0.497424
0.440584
0.115768","-0.502576
-0.102783
-0.112827","-0.001288
0.084450
0.000735",tri,384.off,FourLeg,37680,18842,
"0.077428
0.167614
-0.000769","0.577428
0.517954
0.138555","-0.422572
-0.182726
-0.140094","0.038714
0.083807
-0.000385",tri,385.off,FourLeg,20868,10436,
"0.042467
-0.059741
0.162297","0.542467
0.427606
0.414017","-0.457533
-0.547087
-0.089422","0.021233
-0.029871
0.081149",tri,386.off,FourLeg,66720,33362,
"0.020929
0.157021
0.003676","0.520929
0.501986
0.111187","-0.479071
-0.187944
-0.103835","0.010464
0.078511
0.001838",tri,387.off,FourLeg,29356,14680,
"0.105051
0.096328
-0.002126","0.605051
0.408122
0.178316","-0.394949
-0.215467
-0.182569","0.052525
0.048164
-0.001063",tri,388.off,FourLeg,67272,33638,
"0.000990
0.038888
0.004234","0.500990
0.382634
0.151904","-0.499010
-0.304858
-0.143435","0.000495
0.019444
0.002117",tri,389.off,FourLeg,75904,37954,
"0.107903
0.095848
0.000862","0.607903
0.342434
0.137213","-0.392097
-0.150738
-0.135489","0.053951
0.047924
0.000431",tri,390.off,FourLeg,73896,36950,
"0.107734
0.091927
-0.011972","0.607734
0.414648
0.130993","-0.392266
-0.230795
-0.154938","0.053867
0.045963
-0.005986",tri,391.off,FourLeg,34504,17254,
"-0.075097
0.112224
0.001819","0.424904
0.388566
0.171257","-0.575097
-0.164118
-0.167619","-0.037548
0.056112
0.000909",tri,392.off,FourLeg,68928,34466,
"0.001250
0.127844
0.000275","0.501250
0.462823
0.117573","-0.498750
-0.207135
-0.117024","0.000625
0.063922
0.000137",tri,393.off,FourLeg,78040,39022,
"0.032697
0.058153
0.040123","0.532697
0.497521
0.188081","-0.467303
-0.381216
-0.107835","0.016347
0.029076
0.020061",tri,394.off,FourLeg,72056,36030,
"0.082248
0.141344
0.012232","0.582248
0.470307
0.145790","-0.417752
-0.187620
-0.121327","0.041124
0.070672
0.006116",tri,395.off,FourLeg,22620,11312,
"0.031463
0.184793
-0.000298","0.531463
0.528924
0.113155","-0.468537
-0.159337
-0.113751","0.015732
0.092397
-0.000149",tri,396.off,FourLeg,44288,22146,
"0.118846
0.194445
0.000777","0.618846
0.570082
0.135368","-0.381154
-0.181192
-0.133815","0.059423
0.097222
0.000389",tri,397.off,FourLeg,58128,29066,
"-0.042089
0.044330
0.000117","0.457911
0.438033
0.123801","-0.542089
-0.349373
-0.123568","-0.021045
0.022164
0.000058",tri,398.off,FourLeg,47296,23650,
"-0.001810
0.169390
0.051800","0.498190
0.571087
0.194591","-0.501810
-0.232308
-0.090991","-0.000905
0.084695
0.025900",tri,399.off,FourLeg,31272,15638,
"0.104943
0.148227
-0.002737","0.604943
0.468667
0.141595","-0.395057
-0.172212
-0.147069","0.052471
0.074113
-0.001369",tri,400.off,FourLeg,29608,14806,
"0.007066
0.635033
0.053137","0.476851
1.135033
0.205123","-0.462718
0.135033
-0.098849","0.003533
0.317521
0.026569",tri,41.off,Glasses,56112,28058,
"0.334084
0.497910
0.016227","0.834084
0.866802
0.134118","-0.165916
0.129018
-0.101663","0.167038
0.248950
0.008114",tri,42.off,Glasses,33296,16650,
"0.368839
0.480596
0.009537","0.868839
0.841837
0.101482","-0.131161
0.119355
-0.082407","0.184420
0.240298
0.004769",tri,43.off,Glasses,27296,13650,
"0.005409
0.585620
0.008069","0.438527
1.085620
0.146161","-0.427710
0.085620
-0.130023","0.002704
0.292811
0.004035",tri,44.off,Glasses,50288,25146,
"0.001034
0.656878
0.019704","0.501034
1.098571
0.150545","-0.498967
0.215186
-0.111137","0.000517
0.328442
0.009852",tri,45.off,Glasses,43176,21590,
"0.070007
0.070468
0.011800","0.570007
0.191419
0.087876","-0.429993
-0.050483
-0.064276","0.035001
0.035231
0.005900",tri,46.off,Glasses,76544,38274,
"0.011481
0.014010
0.013219","0.511481
0.084732
0.044216","-0.488519
-0.056712
-0.017778","0.005741
0.007005
0.006609",tri,47.off,Glasses,64832,32418,
"0.267848
0.406168
0.030037","0.767848
0.775691
0.151002","-0.232152
0.036646
-0.090929","0.133919
0.203077
0.015018",tri,48.off,Glasses,41392,20698,
"0.021990
0.205126
0.026503","0.521990
0.418899
0.118095","-0.478010
-0.008646
-0.065089","0.010995
0.102564
0.013252",tri,49.off,Glasses,24880,12440,
"-0.002581
0.598443
0.049884","0.473157
1.098443
0.201904","-0.478320
0.098443
-0.102136","-0.001291
0.299224
0.024942",tri,50.off,Glasses,59344,29674,
"0.053887
0.317029
0.031337","0.553887
0.582065
0.120428","-0.446113
0.051993
-0.057753","0.026944
0.158515
0.015669",tri,51.off,Glasses,22848,11426,
"0.003736
0.132565
0.026900","0.503736
0.249425
0.087897","-0.496264
0.015706
-0.034097","0.001868
0.066283
0.013450",tri,52.off,Glasses,49664,24834,
"0.068447
0.124312
0.015685","0.568447
0.281142
0.097052","-0.431553
-0.032519
-0.065681","0.034222
0.062154
0.007842",tri,53.off,Glasses,79808,39906,
"0.019133
0.611836
0.047620","0.492437
1.111836
0.197909","-0.454170
0.111836
-0.102670","0.009567
0.305915
0.023810",tri,54.off,Glasses,59240,29622,
"0.112990
0.330243
0.031281","0.612990
0.602173
0.120805","-0.387010
0.058314
-0.058242","0.056495
0.165123
0.015641",tri,55.off,Glasses,22784,11394,
"0.527136
0.007446
0.033722","1.024859
0.507446
0.188590","0.029412
-0.492554
-0.121146","0.263570
0.003723
0.016861",tri,56.off,Glasses,70152,35078,
"-0.002644
0.613979
0.048128","0.472511
1.113979
0.199247","-0.477798
0.113979
-0.102991","-0.001322
0.306986
0.024064",tri,57.off,Glasses,59288,29646,
"0.018139
0.023076
0.012758","0.518139
0.099312
0.063574","-0.481861
-0.053161
-0.038058","0.009069
0.011538
0.006379",tri,58.off,Glasses,59360,29682,
"0.004207
0.165398
0.034293","0.504207
0.358066
0.112170","-0.495793
-0.027271
-0.043583","0.002104
0.082699
0.017147",tri,59.off,Glasses,23144,11574,
"0.067152
0.091242
0.029113","0.567152
0.232224
0.096134","-0.432848
-0.049739
-0.037908","0.033575
0.045620
0.014556",tri,60.off,Glasses,75936,37970,
"0.056067
0.105594
0.042284","0.556067
0.366004
0.159001","-0.443933
-0.154817
-0.074433","0.028034
0.052798
0.021142",tri,181.off,Hand,57920,28962,
"0.011749
0.081144
-0.022748","0.511749
0.358767
0.152431","-0.488251
-0.196478
-0.197926","0.005874
0.040572
-0.011374",tri,182.off,Hand,20562,10283,
"0.046589
0.148678
0.048864","0.546589
0.579997
0.207855","-0.453411
-0.282641
-0.110127","0.023294
0.074339
0.024432",tri,183.off,Hand,22822,11413,
"0.017355
0.081461
0.025847","0.517355
0.351966
0.195141","-0.482645
-0.189044
-0.143447","0.008678
0.040730
0.012923",tri,184.off,Hand,37464,18734,
"0.042985
0.147618
-0.010051","0.542985
0.443950
0.095389","-0.457015
-0.148714
-0.115490","0.021492
0.073809
-0.005025",tri,185.off,Hand,79584,39794,
"0.022513
0.120128
0.038743","0.522513
0.417809
0.179077","-0.477487
-0.177553
-0.101590","0.011257
0.060064
0.019372",tri,186.off,Hand,52840,26422,
"0.046751
0.101253
0.039490","0.546751
0.361592
0.159388","-0.453249
-0.159086
-0.080409","0.023376
0.050627
0.019745",tri,187.off,Hand,61024,30512,
"0.146052
0.217999
0.160485","0.646052
0.570477
0.448687","-0.353948
-0.134479
-0.127716","0.073026
0.108999
0.080243",tri,188.off,Hand,68808,34406,
"0.283499
-0.004385
0.143503","0.783499
0.447244
0.490178","-0.216501
-0.456013
-0.203171","0.141749
-0.002193
0.071752",tri,189.off,Hand,28164,14084,
"0.167624
0.103931
0.078859","0.667624
0.452014
0.236121","-0.332376
-0.244153
-0.078403","0.083811
0.051965
0.039429",tri,190.off,Hand,59984,29994,
"0.016079
0.041505
0.051951","0.516079
0.354519
0.325997","-0.483921
-0.271510
-0.222095","0.008039
0.020752
0.025975",tri,191.off,Hand,27528,13766,
"0.104491
0.055673
0.004338","0.604491
0.402954
0.067211","-0.395509
-0.291608
-0.058536","0.052245
0.027836
0.002169",tri,192.off,Hand,55912,27958,
"0.202585
-0.003192
0.076423","0.702585
0.226166
0.277313","-0.297415
-0.232551
-0.124466","0.101292
-0.001596
0.038212",tri,193.off,Hand,58496,29250,
"0.142917
-0.039206
0.146117","0.642917
0.200901
0.328438","-0.357083
-0.279312
-0.036204","0.071458
-0.019603
0.073059",tri,194.off,Hand,67752,33878,
"0.149916
0.015377
0.013179","0.649916
0.226548
0.176117","-0.350084
-0.195794
-0.149759","0.074960
0.007689
0.006589",tri,195.off,Hand,68176,34090,
"0.234197
0.068079
0.120936","0.734197
0.428916
0.304529","-0.265803
-0.292759
-0.062657","0.117098
0.034039
0.060468",tri,196.off,Hand,56880,28442,
"0.200530
0.039995
0.086353","0.700531
0.275086
0.304101","-0.299470
-0.195096
-0.131395","0.100264
0.019998
0.043176",tri,197.off,Hand,60408,30206,
"-0.025585
0.042848
0.068474","0.474415
0.215361
0.199609","-0.525585
-0.129665
-0.062661","-0.012793
0.021423
0.034237",tri,198.off,Hand,76496,38250,
"0.018115
0.022864
-0.004695","0.518115
0.238266
0.152149","-0.481885
-0.192538
-0.161539","0.009057
0.011432
-0.002347",tri,199.off,Hand,69160,34582,
"0.054195
0.094921
0.038277","0.554195
0.467908
0.147690","-0.445805
-0.278066
-0.071135","0.027097
0.047460
0.019139",tri,200.off,Hand,48416,24210,
"-0.031750
0.000533
0.022103","0.468250
0.202180
0.101796","-0.531750
-0.201114
-0.057591","-0.015875
0.000266
0.011051",tri,1.off,Human,37632,18818,
"0.022653
0.007585
0.044345","0.522653
0.283454
0.137994","-0.477347
-0.268283
-0.049303","0.011328
0.003793
0.022173",tri,10.off,Human,76048,38026,
"0.014599
-0.001235
0.049005","0.514599
0.479809
0.151629","-0.485401
-0.482279
-0.053619","0.007299
-0.000618
0.024503",tri,11.off,Human,21994,10999,
"0.004336
-0.006956
0.050973","0.504336
0.457695
0.152139","-0.495664
-0.471606
-0.050193","0.002168
-0.003478
0.025486",tri,12.off,Human,44896,22450,
"0.036552
0.017342
0.027203","0.536552
0.276909
0.144627","-0.463448
-0.242225
-0.090221","0.018276
0.008671
0.013601",tri,13.off,Human,27402,13703,
"-0.106166
0.019403
0.018099","0.393834
0.409426
0.399142","-0.606166
-0.370621
-0.362944","-0.053082
0.009701
0.009049",tri,14.off,Human,45512,22758,
"-0.049422
0.005266
-0.016746","0.450578
0.203234
0.182343","-0.549422
-0.192702
-0.215834","-0.024711
0.002633
-0.008373",tri,15.off,Human,45032,22518,
"0.034648
-0.003134
-0.020108","0.534648
0.140164
0.151251","-0.465352
-0.146433
-0.191467","0.017324
-0.001567
-0.010054",tri,16.off,Human,30450,15223,
"0.068925
0.001248
0.042021","0.568925
0.284536
0.211566","-0.431075
-0.282040
-0.127524","0.034462
0.000624
0.021010",tri,17.off,Human,31816,15910,
"0.063067
-0.003128
-0.028614","0.563067
0.197540
0.179906","-0.436933
-0.203796
-0.237134","0.031533
-0.001564
-0.014307",tri,18.off,Human,30766,15385,
"0.021919
0.020595
0.026510","0.521919
0.301100
0.123263","-0.478081
-0.259911
-0.070243","0.010960
0.010297
0.013255",tri,19.off,Human,30950,15477,
"0.022840
0.013381
0.043830","0.522840
0.291248
0.139255","-0.477160
-0.264486
-0.051595","0.011420
0.006690
0.021915",tri,2.off,Human,20096,10050,
"0.029032
0.016632
0.035123","0.529032
0.303067
0.129901","-0.470968
-0.269804
-0.059655","0.014516
0.008316
0.017561",tri,20.off,Human,31396,15700,
"-0.031627
0.041488
0.097423","0.468373
0.270020
0.277960","-0.531627
-0.187044
-0.083113","-0.015813
0.020744
0.048712",tri,3.off,Human,45112,22558,
"-0.042480
0.049499
-0.025651","0.457520
0.335985
0.113298","-0.542480
-0.236987
-0.164600","-0.021240
0.024749
-0.012825",tri,4.off,Human,45392,22698,
"0.014031
-0.044387
0.014551","0.514031
0.261391
0.118332","-0.485969
-0.350165
-0.089231","0.007015
-0.022193
0.007275",tri,5.off,Human,30308,15154,
"-0.084058
-0.000277
-0.016204","0.415942
0.143034
0.096260","-0.584058
-0.143587
-0.128669","-0.042029
-0.000138
-0.008102",tri,6.off,Human,20192,10098,
"0.057461
0.000737
0.019704","0.557461
0.154705
0.117160","-0.442539
-0.153231
-0.077753","0.028730
0.000369
0.009852",tri,7.off,Human,67512,33758,
"0.082157
-0.002862
0.019526","0.582157
0.254325
0.127055","-0.417843
-0.260049
-0.088003","0.041078
-0.001431
0.009763",tri,8.off,Human,22026,11015,
"0.084063
0.015409
0.018046","0.584063
0.260749
0.123884","-0.415937
-0.229931
-0.087792","0.042032
0.007704
0.009023",tri,9.off,Human,21096,10550,
"0.132113
0.001434
0.003373","0.632113
0.429595
0.436160","-0.367887
-0.426726
-0.429415","0.066056
0.000717
0.001686",tri,321.off,Mech,29986,14995,
"0.139802
0.000275
0.001463","0.639802
0.443745
0.445751","-0.360198
-0.443195
-0.442825","0.069901
0.000138
0.000732",tri,322.off,Mech,29978,14991,
"0.141301
-0.000484
0.000135","0.641301
0.495249
0.494757","-0.358699
-0.496217
-0.494488","0.070650
-0.000242
0.000067",tri,323.off,Mech,29978,14991,
"-0.004435
0.024612
0.005937","0.491897
0.524612
0.383683","-0.500768
-0.475388
-0.371808","-0.002218
0.012306
0.002969",tri,324.off,Mech,29620,14812,
"0.188107
0.003046
-0.000405","0.688107
0.435727
0.429428","-0.311893
-0.429635
-0.430237","0.094054
0.001523
-0.000202",tri,325.off,Mech,29994,14999,
"-0.002862
-0.132567
-0.007260","0.493913
0.367433
0.328180","-0.499637
-0.632567
-0.342699","-0.001431
-0.066283
-0.003630",tri,326.off,Mech,29986,14995,
"-0.004842
0.010843
0.108669","0.489300
0.510843
0.387727","-0.498984
-0.489157
-0.170389","-0.002421
0.005421
0.054334",tri,327.off,Mech,29870,14937,
"0.142140
-0.000249
-0.000491","0.642140
0.398808
0.399352","-0.357860
-0.399305
-0.400334","0.071070
-0.000124
-0.000245",tri,328.off,Mech,29984,14994,
"0.134039
0.001591
0.002577","0.634039
0.468967
0.471187","-0.365961
-0.465785
-0.466033","0.067019
0.000796
0.001288",tri,329.off,Mech,29994,14999,
"0.136069
0.001769
0.000150","0.628733
0.501691
0.500150","-0.356595
-0.498153
-0.499850","0.068035
0.000885
0.000075",tri,330.off,Mech,29996,15000,
"0.176178
0.006721
0.016876","0.676178
0.443679
0.458935","-0.323822
-0.430238
-0.425182","0.088089
0.003360
0.008438",tri,331.off,Mech,29996,15000,
"0.174451
0.007068
0.001696","0.674451
0.434641
0.423869","-0.325549
-0.420506
-0.420477","0.087226
0.003534
0.000848",tri,332.off,Mech,29990,14997,
"0.166495
-0.026167
-0.000465","0.666495
0.323240
0.329693","-0.333505
-0.375574
-0.330622","0.083248
-0.013083
-0.000232",tri,333.off,Mech,29880,14942,
"0.000188
-0.000121
0.055281","0.500188
0.499482
0.395303","-0.499812
-0.499725
-0.284741","0.000094
-0.000061
0.027640",tri,334.off,Mech,29990,14997,
"0.132113
0.001435
0.003372","0.632113
0.429548
0.436111","-0.367887
-0.426678
-0.429366","0.066056
0.000717
0.001686",tri,335.off,Mech,29986,14995,
"0.313500
-0.000187
0.000662","0.813500
0.389669
0.395384","-0.186500
-0.390043
-0.394061","0.156751
-0.000094
0.000331",tri,336.off,Mech,31006,15505,
"-0.035679
-0.012786
0.023409","0.458513
0.487214
0.324635","-0.529871
-0.512786
-0.277817","-0.017839
-0.006393
0.011704",tri,337.off,Mech,23062,11533,
"0.033327
0.026035
0.050667","0.533327
0.473496
0.510368","-0.466673
-0.421427
-0.409034","0.016664
0.013017
0.025333",tri,338.off,Mech,38802,19403,
"0.176178
0.006718
0.016877","0.676178
0.443644
0.458906","-0.323822
-0.430209
-0.425151","0.088088
0.003359
0.008439",tri,339.off,Mech,29996,15000,
"0.000188
-0.000121
0.055281","0.500188
0.499482
0.395307","-0.499812
-0.499724
-0.284745","0.000094
-0.000061
0.027641",tri,340.off,Mech,29990,14997,
"-0.003608
0.021724
0.113848","0.496392
0.356224
0.261402","-0.503608
-0.312776
-0.033705","-0.001804
0.010862
0.056923",tri,121.off,Octopus,47552,23776,
"0.026664
0.031690
0.088164","0.526664
0.447398
0.269046","-0.473336
-0.384018
-0.092717","0.013332
0.015845
0.044082",tri,122.off,Octopus,57992,28998,
"0.069988
0.032305
0.169216","0.569988
0.504839
0.576014","-0.430012
-0.440229
-0.237581","0.034994
0.016153
0.084608",tri,123.off,Octopus,30982,15493,
"0.069202
0.001518
0.166915","0.569202
0.360099
0.399382","-0.430798
-0.357063
-0.065552","0.034601
0.000759
0.083458",tri,124.off,Octopus,24792,12398,
"0.059875
0.101824
0.014566","0.529118
0.601824
0.351707","-0.409367
-0.398176
-0.322574","0.029938
0.050912
0.007284",tri,125.off,Octopus,42912,21458,
"0.003624
-0.031893
-0.014492","0.503624
0.416673
0.214526","-0.496376
-0.480458
-0.243511","0.001812
-0.015947
-0.007246",tri,126.off,Octopus,50584,25294,
"0.087380
0.181317
0.017510","0.587380
0.666977
0.274284","-0.412620
-0.304343
-0.239263","0.043690
0.090659
0.008755",tri,127.off,Octopus,23808,11906,
"0.121196
0.036518
0.036693","0.621196
0.407033
0.182860","-0.378804
-0.333997
-0.109474","0.060598
0.018259
0.018346",tri,128.off,Octopus,49296,24650,
"-0.022731
0.004561
0.062741","0.477269
0.439194
0.272279","-0.522731
-0.430073
-0.146797","-0.011365
0.002280
0.031370",tri,129.off,Octopus,49136,24570,
"0.027016
0.031079
0.074233","0.527016
0.510174
0.286191","-0.472984
-0.448016
-0.137725","0.013508
0.015540
0.037117",tri,130.off,Octopus,61960,30982,
"-0.080390
0.042287
-0.007832","0.419610
0.536587
0.380655","-0.580390
-0.452012
-0.396319","-0.040195
0.021144
-0.003916",tri,131.off,Octopus,22098,11051,
"0.139191
0.000225
-0.009873","0.639191
0.149564
0.123307","-0.360809
-0.149114
-0.143052","0.069593
0.000113
-0.004936",tri,132.off,Octopus,62480,31242,
"0.047396
0.125946
0.075822","0.459902
0.625946
0.316098","-0.365111
-0.374054
-0.164453","0.023699
0.062973
0.037911",tri,133.off,Octopus,20932,10466,
"0.030472
0.000194
0.014404","0.530472
0.383602
0.316542","-0.469528
-0.383214
-0.287734","0.015236
0.000097
0.007203",tri,134.off,Octopus,21860,10932,
"0.026074
0.016801
0.068833","0.526074
0.420265
0.481459","-0.473926
-0.386663
-0.343793","0.013037
0.008400
0.034416",tri,135.off,Octopus,30398,15201,
"0.063322
0.032606
-0.014194","0.563322
0.436367
0.263837","-0.436678
-0.371154
-0.292225","0.031661
0.016303
-0.007097",tri,136.off,Octopus,28248,14126,
"-0.100874
0.258108
0.132802","0.380441
0.758108
0.417845","-0.582189
-0.241892
-0.152241","-0.050437
0.129054
0.066402",tri,137.off,Octopus,72976,36490,
"0.026250
0.034020
0.111414","0.526250
0.389922
0.457240","-0.473750
-0.321883
-0.234413","0.013125
0.017010
0.055707",tri,138.off,Octopus,76736,38370,
"0.142924
-0.014613
0.042952","0.642924
0.447617
0.194345","-0.357076
-0.476843
-0.108440","0.071462
-0.007307
0.021476",tri,139.off,Octopus,64120,32062,
"0.006494
0.006278
0.049294","0.506494
0.473419
0.270892","-0.493506
-0.460863
-0.172304","0.003247
0.003139
0.024647",tri,140.off,Octopus,73584,36794,
"0.113703
0.021805
-0.000652","0.613703
0.305446
0.048020","-0.386297
-0.261836
-0.049323","0.056852
0.010903
-0.000326",tri,201.off,Plier,35880,17942,
"0.121836
0.016587
-0.000622","0.621836
0.326487
0.048618","-0.378164
-0.293313
-0.049862","0.060919
0.008294
-0.000311",tri,202.off,Plier,35912,17958,
"0.112761
-0.004058
-0.000950","0.612761
0.340072
0.049955","-0.387239
-0.348187
-0.051856","0.056381
-0.002029
-0.000475",tri,203.off,Plier,31232,15618,
"0.002342
0.056204
0.000333","0.502342
0.340748
0.044330","-0.497658
-0.228340
-0.043664","0.001171
0.028102
0.000167",tri,204.off,Plier,35240,17622,
"0.003755
0.036366
0.000761","0.503755
0.309773
0.049520","-0.496245
-0.237041
-0.047999","0.001877
0.018183
0.000380",tri,205.off,Plier,35808,17906,
"0.082202
0.054482
-0.000642","0.582202
0.420380
0.047717","-0.417798
-0.311416
-0.049000","0.041100
0.027241
-0.000321",tri,206.off,Plier,38336,19170,
"0.068634
0.085104
0.000059","0.568634
0.480910
0.045653","-0.431366
-0.310702
-0.045535","0.034317
0.042551
0.000029",tri,207.off,Plier,41600,20802,
"0.072113
0.099300
-0.000533","0.521114
0.599300
0.048637","-0.376888
-0.400700
-0.049702","0.036057
0.049651
-0.000266",tri,208.off,Plier,48816,24410,
"-0.008892
0.094630
0.000750","0.491108
0.531493
0.053081","-0.508892
-0.342233
-0.051581","-0.004446
0.047315
0.000375",tri,209.off,Plier,40864,20434,
"0.004204
0.082734
-0.000412","0.504204
0.462049
0.050013","-0.495796
-0.296580
-0.050837","0.002102
0.041368
-0.000206",tri,210.off,Plier,44048,22026,
"-0.000056
0.062476
-0.000840","0.499944
0.387850
0.044314","-0.500056
-0.262897
-0.045993","-0.000028
0.031238
-0.000420",tri,211.off,Plier,34256,17130,
"0.001803
0.046799
-0.000395","0.501803
0.271460
0.043787","-0.498197
-0.177862
-0.044576","0.000901
0.023399
-0.000197",tri,212.off,Plier,34368,17186,
"0.001084
0.009656
0.000197","0.501084
0.139998
0.041487","-0.498916
-0.120687
-0.041092","0.000542
0.004828
0.000099",tri,213.off,Plier,31688,15846,
"-0.000003
0.014507
0.000362","0.499997
0.171132
0.044633","-0.500003
-0.142118
-0.043910","-0.000002
0.007253
0.000181",tri,214.off,Plier,30416,15210,
"0.001848
0.021967
-0.001350","0.501848
0.206782
0.044267","-0.498152
-0.162847
-0.046967","0.000924
0.010984
-0.000675",tri,215.off,Plier,35688,17846,
"0.003874
0.029866
-0.001379","0.503874
0.237382
0.044902","-0.496126
-0.177649
-0.047661","0.001937
0.014933
-0.000690",tri,216.off,Plier,35808,17906,
"0.001868
0.040630
-0.000183","0.501868
0.359500
0.046266","-0.498132
-0.278239
-0.046632","0.000934
0.020315
-0.000091",tri,217.off,Plier,41592,20798,
"0.009104
0.071446
-0.000235","0.509104
0.455388
0.050580","-0.490896
-0.312496
-0.051050","0.004552
0.035722
-0.000117",tri,218.off,Plier,49568,24786,
"0.149210
0.123799
0.006633","0.649210
0.598551
0.053749","-0.350790
-0.350954
-0.040483","0.074605
0.061899
0.003316",tri,219.off,Plier,31520,15762,
"0.100741
-0.028976
0.005992","0.600741
0.381629
0.052754","-0.399259
-0.439581
-0.040770","0.050371
-0.014488
0.002996",tri,220.off,Plier,35640,17822,
"0.001078
0.013405
0.361803","0.501078
0.338073
0.632615","-0.498922
-0.311263
0.090991","0.000539
0.006702
0.180902",tri,141.off,Table,27848,13926,
"0.008778
-0.009407
0.112186","0.508778
0.244074
0.190529","-0.491222
-0.262888
0.033842","0.004389
-0.004704
0.056094",tri,142.off,Table,78400,39202,
"0.009699
-0.009404
0.121381","0.509699
0.244108
0.199737","-0.490301
-0.262916
0.043026","0.004849
-0.004702
0.060685",tri,143.off,Table,74144,37074,
"0.008114
0.001719
0.177077","0.508114
0.408231
0.291081","-0.491886
-0.404794
0.063072","0.004057
0.000861
0.088540",tri,144.off,Table,30160,15082,
"0.009530
0.006179
0.537182","0.509530
0.504433
0.925715","-0.490470
-0.492074
0.148649","0.004765
0.003090
0.268590",tri,145.off,Table,26408,13206,
"-0.000852
-0.000396
0.379159","0.499148
0.499473
0.719710","-0.500852
-0.500265
0.038607","-0.000426
-0.000198
0.189579",tri,146.off,Table,27424,13714,
"-0.002430
-0.000148
0.323205","0.497570
0.499487
0.551502","-0.502430
-0.499784
0.094908","-0.001215
-0.000074
0.161602",tri,147.off,Table,27406,13705,
"-0.000091
-0.000785
0.205406","0.499909
0.499014
0.356851","-0.500091
-0.500583
0.053961","-0.000046
-0.000392
0.102704",tri,148.off,Table,26746,13375,
"-0.000778
-0.001349
0.226155","0.499222
0.498584
0.377122","-0.500778
-0.501282
0.075188","-0.000389
-0.000674
0.113078",tri,149.off,Table,27172,13588,
"0.645512
-0.011373
0.004923","1.145512
0.394814
0.411232","0.145512
-0.417559
-0.401387","0.322758
-0.005686
0.002461",tri,150.off,Table,27154,13579,
"-0.000856
0.001231
0.292647","0.499144
0.500245
0.513935","-0.500856
-0.497784
0.071359","-0.000428
0.000615
0.146324",tri,151.off,Table,25388,12696,
"-0.003496
-0.008001
0.308427","0.496504
0.188004
0.530022","-0.503496
-0.204006
0.086831","-0.001747
-0.004000
0.154200",tri,152.off,Table,21082,10543,
