bb_center,bb_max,bb_min,centroid,face_type,filename,label,n_faces,n_vertices,
"0.075660
0.030223
-0.051508","0.960105
0.423440
0.360716","-0.808786
-0.362994
-0.463733","-0.018110
0.000509
-0.006418",tri,223.off,Fish,53232,26618,
"0.069201
0.032283
-0.089423","0.978211
0.290636
0.220260","-0.839809
-0.226070
-0.399106","-0.018594
0.002114
-0.005277",tri,224.off,Fish,40472,20238,
"0.081984
0.027543
-0.075208","0.975592
0.334790
0.364330","-0.811623
-0.279705
-0.514746","-0.015496
0.002318
-0.010248",tri,225.off,Fish,48592,24298,
"0.004696
0.009257
0.071126","0.925495
0.287451
0.379246","-0.916103
-0.268937
-0.236995","-0.009289
-0.000573
0.000020",tri,226.off,Fish,41712,20858,
"0.004696
0.009257
0.071126","0.925495
0.287451
0.379246","-0.916103
-0.268937
-0.236995","-0.009289
-0.000573
0.000020",tri,227.off,Fish,41712,20858,
"0.001954
0.060094
0.045275","0.264462
0.955298
0.438298","-0.260554
-0.835109
-0.347749","-0.000191
-0.015354
0.007483",tri,228.off,Fish,44720,22362,
"0.004961
0.093754
-0.014121","0.285477
0.429847
0.922471","-0.275555
-0.242340
-0.950713","-0.000587
0.006293
0.012685",tri,229.off,Fish,41944,20974,
"-0.051345
0.045929
0.000801","0.843320
0.585779
0.312801","-0.946010
-0.493921
-0.311199","-0.004163
0.007594
-0.000163",tri,230.off,Fish,60568,30286,
"0.077357
0.027829
-0.082892","0.970374
0.370134
0.284662","-0.815660
-0.314477
-0.450446","-0.021246
0.006846
-0.005911",tri,231.off,Fish,50096,25050,
"0.048397
0.014010
-0.046315","0.951822
0.302894
0.226792","-0.855027
-0.274873
-0.319422","-0.029180
0.003248
-0.007996",tri,232.off,Fish,43504,21754,
"0.119559
0.021386
-0.085341","0.949375
0.507473
0.425047","-0.710256
-0.464700
-0.595730","-0.013979
0.002998
-0.010367",tri,233.off,Fish,20368,10186,
"0.071932
0.041989
0.036592","0.975089
0.500045
0.436724","-0.831226
-0.416066
-0.363540","-0.022594
0.001965
-0.003906",tri,234.off,Fish,59968,29986,
"0.052441
0.023616
-0.109641","0.960170
0.305998
0.243146","-0.855288
-0.258765
-0.462427","-0.017810
0.001717
-0.005797",tri,235.off,Fish,41984,20994,
"0.059953
0.042222
-0.064781","0.948749
0.310666
0.290358","-0.828843
-0.226222
-0.419920","-0.015389
0.002503
-0.006154",tri,236.off,Fish,38744,19374,
"0.060139
0.022077
-0.047248","0.959365
0.259288
0.230359","-0.839087
-0.215134
-0.324856","-0.022555
0.001818
-0.006242",tri,237.off,Fish,35496,17750,
"0.056298
0.017318
-0.050323","0.937112
0.267972
0.294588","-0.824517
-0.233336
-0.395234","-0.010413
0.003152
-0.004592",tri,238.off,Fish,40752,20378,
"0.057430
0.028767
-0.031855","0.984972
0.362827
0.191327","-0.870113
-0.305293
-0.255038","-0.023813
0.003166
-0.006094",tri,239.off,Fish,40952,20478,
"0.075723
0.052794
-0.097554","0.947774
0.441688
0.233890","-0.796328
-0.336101
-0.428998","-0.025331
0.002971
-0.007174",tri,240.off,Fish,54648,27326,
"0.159298
-0.059755
-0.000340","0.971969
0.468914
0.284754","-0.653372
-0.588425
-0.285433","0.023318
0.004393
0.000115",tri,381.off,FourLeg,55488,27746,
"-0.081258
0.018005
-0.052600","0.272006
0.789608
0.584926","-0.434522
-0.753597
-0.690126","0.001440
0.000848
0.004756",tri,382.off,FourLeg,64608,32306,
"0.000419
-0.094465
-0.058568","0.296016
0.805897
0.402432","-0.295177
-0.994827
-0.519569","0.000153
0.003967
0.000592",tri,383.off,FourLeg,26658,13331,
"0.000319
-0.004506
0.129837","0.227318
0.987095
0.676944","-0.226680
-0.996107
-0.417270","0.000567
-0.002796
-0.004967",tri,384.off,FourLeg,37680,18842,
"0.103987
-0.056754
-0.001383","0.985057
0.606136
0.252773","-0.777083
-0.719645
-0.255539","0.002359
0.000750
-0.000628",tri,385.off,FourLeg,20868,10436,
"0.059720
0.060051
-0.014295","0.869772
0.655273
0.552751","-0.750333
-0.535172
-0.581341","0.044219
0.059924
-0.003301",tri,386.off,FourLeg,66720,33362,
"-0.101795
-0.028989
-0.009864","0.696441
0.698056
0.328176","-0.900030
-0.756033
-0.347903","0.002149
0.003287
0.000566",tri,387.off,FourLeg,29356,14680,
"0.066010
-0.085609
0.001617","0.994515
0.432919
0.325730","-0.862494
-0.604137
-0.322496","-0.000478
0.002660
0.000040",tri,388.off,FourLeg,67272,33638,
"0.003009
-0.015957
-0.004476","0.286950
0.781338
0.669410","-0.280933
-0.813252
-0.678361","-0.000279
0.007279
-0.010166",tri,389.off,FourLeg,75904,37954,
"-0.000231
0.100385
0.037007","0.244756
0.938810
0.570188","-0.245217
-0.738040
-0.496173","-0.000271
0.001331
-0.004007",tri,390.off,FourLeg,73896,36950,
"-0.011901
-0.069267
-0.015283","0.240964
0.421444
0.837589","-0.264767
-0.559977
-0.868154","-0.006607
0.039376
-0.160290",tri,391.off,FourLeg,34504,17254,
"0.079492
-0.073065
0.001834","0.991138
0.439460
0.313801","-0.832155
-0.585590
-0.310133","0.004984
0.003030
-0.000252",tri,392.off,FourLeg,68928,34466,
"-0.000181
-0.045691
-0.024016","0.218520
0.655425
0.691864","-0.218882
-0.746806
-0.739896","0.000070
0.039935
-0.152174",tri,393.off,FourLeg,78040,39022,
"0.037570
0.004356
-0.059346","0.799345
0.226686
0.574099","-0.724204
-0.217973
-0.692791","-0.024567
-0.004559
-0.006255",tri,394.off,FourLeg,72056,36030,
"0.112621
-0.086751
-0.017443","0.992569
0.524252
0.483554","-0.767327
-0.697755
-0.518440","-0.000656
0.000273
0.003883",tri,395.off,FourLeg,22620,11312,
"-0.032120
-0.029433
0.000277","0.748733
0.689099
0.205199","-0.812972
-0.747966
-0.204644","-0.000211
0.003375
0.000087",tri,396.off,FourLeg,44288,22146,
"0.000084
-0.058873
0.036408","0.230027
0.588300
0.827413","-0.229859
-0.706046
-0.754598","-0.000721
0.003990
-0.000773",tri,397.off,FourLeg,58128,29066,
"-0.278470
-0.019256
0.000122","0.431886
0.426433
0.163124","-0.988825
-0.464945
-0.162881","-0.148602
0.010485
0.000043",tri,398.off,FourLeg,47296,23650,
"-0.041214
0.088833
-0.017971","0.277184
0.871536
0.672867","-0.359612
-0.693871
-0.708810","0.000456
0.003185
-0.001556",tri,399.off,FourLeg,31272,15638,
"-0.001614
-0.139956
0.146628","0.257968
0.371065
0.983075","-0.261196
-0.650976
-0.689819","-0.000040
0.005226
0.002459",tri,400.off,FourLeg,29608,14806,
"0.001696
0.322634
-0.030946","0.512931
0.863949
0.132062","-0.509539
-0.218681
-0.193955","-0.000077
-0.022733
-0.002548",tri,41.off,Glasses,56112,28058,
"-0.203655
0.291646
-0.021223","0.420976
0.743557
0.132118","-0.828287
-0.160265
-0.174564","-0.010068
-0.032147
-0.003425",tri,42.off,Glasses,33296,16650,
"-0.196468
-0.008002
-0.247948","0.431091
0.113294
0.212457","-0.824027
-0.129299
-0.708353","0.005438
-0.000422
0.054129",tri,43.off,Glasses,27296,13650,
"0.002079
-0.008204
-0.315568","0.528364
0.160317
0.290267","-0.524206
-0.176726
-0.921402","-0.000581
-0.000944
0.041483",tri,44.off,Glasses,50288,25146,
"-0.000835
-0.014756
-0.353089","0.616077
0.146839
0.190923","-0.617748
-0.176352
-0.897101","-0.000209
-0.001545
0.051389",tri,45.off,Glasses,43176,21590,
"-0.082934
0.178614
-0.019467","0.830492
0.457045
0.119093","-0.996361
-0.099818
-0.158026","0.024406
-0.002732
-0.000146",tri,46.off,Glasses,76544,38274,
"-0.006081
0.023814
-0.016203","0.984743
0.092142
0.123737","-0.996906
-0.044514
-0.156144","0.006428
-0.002200
-0.002234",tri,47.off,Glasses,64832,32418,
"-0.177620
0.268012
-0.012664","0.490379
0.751544
0.152331","-0.845619
-0.215520
-0.177659","-0.006189
-0.008796
0.000420",tri,48.off,Glasses,41392,20698,
"0.004179
0.170423
-0.013369","0.848627
0.527318
0.141263","-0.840268
-0.186472
-0.168001","0.000401
-0.011501
0.000855",tri,49.off,Glasses,24880,12440,
"0.003930
0.311955
-0.030884","0.524773
0.860186
0.135258","-0.516914
-0.236275
-0.197025","-0.000276
-0.017685
-0.003151",tri,50.off,Glasses,59344,29674,
"-0.048957
0.227597
-0.026424","0.725433
0.641255
0.111291","-0.823348
-0.186062
-0.164139","0.000576
-0.024482
-0.002110",tri,51.off,Glasses,22848,11426,
"-0.016821
0.131608
-0.028315","0.921784
0.369245
0.085975","-0.955426
-0.106030
-0.142604","0.003418
-0.024413
-0.003241",tri,52.off,Glasses,49664,24834,
"-0.104046
0.199988
-0.002706","0.780171
0.520841
0.141771","-0.988262
-0.120865
-0.147183","0.012601
-0.006574
0.001184",tri,53.off,Glasses,79808,39906,
"0.002365
-0.031018
-0.312162","0.523290
0.134183
0.236197","-0.518559
-0.196220
-0.860520","-0.000504
-0.003863
0.025830",tri,54.off,Glasses,59240,29622,
"-0.089905
-0.025565
-0.228700","0.666210
0.109062
0.183960","-0.846020
-0.160193
-0.641360","-0.001001
-0.001931
0.024083",tri,55.off,Glasses,22784,11394,
"0.001176
0.348578
-0.041404","0.652322
0.984057
0.160420","-0.649969
-0.286901
-0.243228","0.000011
-0.006478
-0.000353",tri,56.off,Glasses,70152,35078,
"0.003344
0.312180
-0.031045","0.523670
0.860501
0.134158","-0.516983
-0.236141
-0.196249","-0.000248
-0.025709
-0.003861",tri,57.off,Glasses,59288,29646,
"0.018079
0.055119
-0.008204","0.988246
0.165324
0.119484","-0.952088
-0.055087
-0.135891","-0.002015
-0.003612
-0.000379",tri,58.off,Glasses,59360,29682,
"-0.015100
0.146797
-0.024634","0.865684
0.489406
0.112596","-0.895884
-0.195811
-0.161865","-0.001693
-0.009503
0.001128",tri,59.off,Glasses,23144,11574,
"-0.092033
0.184747
-0.022443","0.807531
0.493065
0.099591","-0.991598
-0.123572
-0.144477","0.019396
-0.003494
0.000138",tri,60.off,Glasses,75936,37970,
"-0.042198
-0.113885
0.031516","0.424152
0.226025
0.991201","-0.508548
-0.453794
-0.928168","-0.004099
0.001691
-0.025777",tri,181.off,Hand,57920,28962,
"-0.034691
0.033655
0.027140","0.401714
0.973379
0.532723","-0.471096
-0.906068
-0.478443","0.003044
0.013224
0.003414",tri,182.off,Hand,20562,10283,
"-0.157553
-0.020779
0.059786","0.679096
0.909497
0.377651","-0.994201
-0.951055
-0.258079","-0.011924
0.052516
-0.005818",tri,183.off,Hand,22822,11413,
"0.000845
-0.059348
0.119356","0.362543
0.390964
0.984051","-0.360854
-0.509661
-0.745339","-0.034212
0.004849
0.110357",tri,184.off,Hand,37464,18734,
"-0.076841
0.001003
-0.149448","0.426203
0.176809
0.676310","-0.579885
-0.174803
-0.975205","0.008681
-0.000701
-0.188006",tri,185.off,Hand,79584,39794,
"0.063449
-0.083753
-0.062681","0.587769
0.220956
0.851017","-0.460870
-0.388462
-0.976380","-0.002886
0.015439
-0.083467",tri,186.off,Hand,52840,26422,
"-0.041803
-0.112456
0.028644","0.426739
0.228519
0.991715","-0.510344
-0.453430
-0.934427","-0.004811
0.000513
-0.020524",tri,187.off,Hand,61024,30512,
"0.132055
0.089700
-0.086452","0.714179
0.977880
0.501487","-0.450069
-0.798480
-0.674392","-0.023959
-0.045857
0.029008",tri,188.off,Hand,68808,34406,
"0.067032
0.087214
-0.158742","0.687941
0.808058
0.438209","-0.553877
-0.633630
-0.755693","0.004619
-0.003589
0.005394",tri,189.off,Hand,28164,14084,
"0.132972
0.159988
0.112501","0.713759
0.963767
0.368274","-0.447816
-0.643792
-0.143271","0.007070
0.011318
0.002942",tri,190.off,Hand,59984,29994,
"0.152882
-0.067928
-0.004433","0.769719
0.830228
0.576874","-0.463956
-0.966084
-0.585740","-0.007895
-0.015712
-0.004078",tri,191.off,Hand,27528,13766,
"0.035093
0.088023
0.039081","0.612979
0.988153
0.334125","-0.542793
-0.812107
-0.255963","0.004884
-0.002035
0.003039",tri,192.off,Hand,55912,27958,
"-0.031499
0.179244
0.044696","0.344648
0.981244
0.347453","-0.407646
-0.622756
-0.258061","0.001774
0.004996
0.005848",tri,193.off,Hand,58496,29250,
"-0.040190
0.112752
0.047867","0.357701
0.988273
0.378113","-0.438080
-0.762769
-0.282379","0.005124
-0.013837
-0.003426",tri,194.off,Hand,67752,33878,
"-0.033497
0.130817
0.050893","0.324565
0.977580
0.423181","-0.391560
-0.715946
-0.321395","0.002306
-0.007548
-0.003714",tri,195.off,Hand,68176,34090,
"0.089467
0.203094
0.051082","0.705580
0.989862
0.367798","-0.526646
-0.583674
-0.265634","0.000011
-0.009580
0.005110",tri,196.off,Hand,56880,28442,
"-0.023190
0.178977
0.127742","0.330674
0.998085
0.541788","-0.377055
-0.640132
-0.286304","0.001682
0.001693
0.006796",tri,197.off,Hand,60408,30206,
"-0.026422
-0.089054
0.027855","0.309860
0.184468
0.998061","-0.362705
-0.362576
-0.942351","-0.001218
0.000839
-0.002945",tri,198.off,Hand,76496,38250,
"0.000746
-0.011955
0.057299","0.407884
0.928155
0.410153","-0.406392
-0.952064
-0.295556","-0.001090
-0.001679
-0.000431",tri,199.off,Hand,69160,34582,
"-0.000448
-0.090428
-0.024277","0.650174
0.765839
0.297634","-0.651069
-0.946695
-0.346188","0.011766
-0.111640
-0.026792",tri,200.off,Hand,48416,24210,
"0.000547
0.008808
-0.081586","0.363258
0.154652
0.816151","-0.362164
-0.137035
-0.979324","0.000308
-0.013961
-0.054117",tri,1.off,Human,37632,18818,
"-0.035488
-0.016935
0.004979","0.139745
0.930203
0.527545","-0.210721
-0.964073
-0.517587","0.002490
0.003811
-0.001730",tri,10.off,Human,76048,38026,
"-0.000605
-0.057101
-0.004512","0.865190
0.140254
0.894066","-0.866401
-0.254456
-0.903089","-0.000974
-0.000630
0.006260",tri,11.off,Human,21994,10999,
"0.006347
-0.057277
-0.002996","0.849764
0.138279
0.903407","-0.837070
-0.252833
-0.909399","0.000430
-0.000056
-0.000873",tri,12.off,Human,44896,22450,
"-0.089925
0.020195
-0.076882","0.331476
0.999590
0.280974","-0.511326
-0.959201
-0.434738","0.002650
0.055936
-0.003570",tri,13.off,Human,27402,13703,
"-0.123726
-0.236440
-0.177615","0.419868
0.360430
0.309344","-0.667319
-0.833311
-0.664574","-0.071939
-0.132241
-0.070861",tri,14.off,Human,45512,22758,
"-0.000221
-0.144290
0.097053","0.291759
0.580387
0.484992","-0.292202
-0.868967
-0.290886","-0.018781
-0.159989
0.016345",tri,15.off,Human,45032,22518,
"-0.078324
0.027381
-0.100069","0.340819
0.896209
0.326748","-0.497468
-0.841447
-0.526886","0.007989
0.001994
0.008917",tri,16.off,Human,30450,15223,
"0.009662
-0.013744
-0.065172","0.501840
0.819366
0.391761","-0.482516
-0.846853
-0.522104","0.006295
-0.030474
0.001183",tri,17.off,Human,31816,15910,
"-0.062852
0.062847
-0.063169","0.434836
0.915339
0.443234","-0.560539
-0.789644
-0.569571","0.025350
0.017880
0.028136",tri,18.off,Human,30766,15385,
"-0.044143
0.005836
-0.038518","0.398089
0.982827
0.344684","-0.486375
-0.971155
-0.421719","0.000560
0.026335
-0.001964",tri,19.off,Human,30950,15477,
"-0.036164
-0.021591
-0.013988","0.133258
0.916526
0.505301","-0.205586
-0.959707
-0.533277","-0.000214
-0.000010
-0.000813",tri,2.off,Human,20096,10050,
"-0.015393
-0.011873
-0.035620","0.409329
0.944012
0.314553","-0.440116
-0.967757
-0.385793","-0.001970
0.015143
0.005096",tri,20.off,Human,31396,15700,
"0.005896
-0.190802
0.079334","0.279913
0.555067
0.423781","-0.268121
-0.936670
-0.265112","-0.001877
-0.168445
-0.017975",tri,3.off,Human,45112,22558,
"0.024207
-0.220972
0.043880","0.326790
0.505315
0.396893","-0.278377
-0.947258
-0.309134","0.018936
-0.175791
0.026275",tri,4.off,Human,45392,22698,
"-0.061049
0.034182
-0.021507","0.433563
0.999906
0.365818","-0.555662
-0.931541
-0.408832","-0.003024
0.046725
0.000287",tri,5.off,Human,30308,15154,
"0.000732
-0.114342
-0.030175","0.251338
0.759861
0.166589","-0.249875
-0.988545
-0.226940","0.001003
-0.040924
-0.015558",tri,6.off,Human,20192,10098,
"0.018230
0.000975
-0.055396","0.186309
0.287235
0.874579","-0.149848
-0.285285
-0.985370","0.000172
-0.000011
-0.001354",tri,7.off,Human,67512,33758,
"0.009772
0.008259
-0.073992","0.345327
0.388747
0.841066","-0.325783
-0.372229
-0.989051","0.000486
-0.000149
-0.000408",tri,8.off,Human,22026,11015,
"0.010877
0.015985
-0.076072","0.331709
0.363429
0.835756","-0.309954
-0.331460
-0.987899","-0.000261
-0.001379
-0.000874",tri,9.off,Human,21096,10550,
"-0.001392
0.083598
0.002742","0.537530
0.811151
0.541664","-0.540315
-0.643955
-0.536181","-0.002137
-0.017300
0.003505",tri,321.off,Mech,29986,14995,
"-0.000174
0.081265
-0.000264","0.538995
0.809152
0.538905","-0.539344
-0.646622
-0.539434","-0.000176
-0.021002
0.000632",tri,322.off,Mech,29978,14991,
"0.001543
0.082381
0.001830","0.540275
0.809676
0.540561","-0.537188
-0.644915
-0.536902","0.001543
-0.021350
0.001828",tri,323.off,Mech,29978,14991,
"0.013578
-0.037606
-0.011045","0.690454
0.639170
0.665731","-0.663298
-0.714382
-0.687821","-0.005331
-0.040983
-0.021325",tri,324.off,Mech,29620,14812,
"-0.000702
-0.034038
-0.062100","0.530530
0.768306
0.663571","-0.531933
-0.836381
-0.787772","-0.001123
-0.012192
-0.004013",tri,325.off,Mech,29994,14999,
"-0.002154
0.046856
0.004696","0.765932
0.716628
0.580761","-0.770241
-0.622915
-0.571369","-0.003090
0.020566
0.017470",tri,326.off,Mech,29986,14995,
"0.000094
-0.043913
-0.036878","0.645262
0.676109
0.565075","-0.645074
-0.763935
-0.638830","0.000159
-0.022952
-0.017653",tri,327.off,Mech,29870,14937,
"0.000897
0.102338
0.001323","0.546494
0.838902
0.546920","-0.544699
-0.634225
-0.544273","0.000900
-0.003657
0.001329",tri,328.off,Mech,29984,14994,
"0.002990
0.096698
0.003338","0.545599
0.829228
0.545947","-0.539618
-0.635832
-0.539271","0.002990
-0.005817
0.004037",tri,329.off,Mech,29994,14999,
"0.000850
0.092322
0.001551","0.543125
0.824401
0.543826","-0.541424
-0.639756
-0.540723","0.000010
-0.009442
0.002394",tri,330.off,Mech,29996,15000,
"-0.017135
0.137537
-0.007975","0.505731
0.921852
0.514891","-0.540001
-0.646778
-0.530841","-0.004713
-0.004849
-0.007975",tri,331.off,Mech,29996,15000,
"-0.009205
0.121193
-0.000549","0.514443
0.906681
0.523099","-0.532853
-0.664294
-0.524196","-0.012983
-0.020172
-0.000555",tri,332.off,Mech,29990,14997,
"-0.043035
0.127935
0.000703","0.473721
0.903086
0.517460","-0.559792
-0.647215
-0.516053","-0.029485
-0.012406
0.000700",tri,333.off,Mech,29880,14942,
"0.000690
0.036807
-0.001881","0.659510
0.497981
0.656939","-0.658130
-0.424367
-0.660701","0.000690
-0.000854
-0.001879",tri,334.off,Mech,29990,14997,
"-0.001393
0.083620
0.002115","0.537710
0.811418
0.541218","-0.540497
-0.644177
-0.536989","-0.002138
-0.017311
0.002879",tri,335.off,Mech,29986,14995,
"0.000886
0.258978
0.007654","0.419720
0.991667
0.426456","-0.417948
-0.473710
-0.411149","0.001111
0.001893
0.000638",tri,336.off,Mech,31006,15505,
"0.014945
0.051807
-0.019434","0.897719
0.923059
0.519908","-0.867829
-0.819444
-0.558777","0.006568
0.016997
0.004745",tri,337.off,Mech,23062,11533,
"-0.002243
0.156675
-0.010418","0.564218
0.904347
0.587794","-0.568703
-0.590998
-0.608630","-0.001968
-0.012325
-0.002947",tri,338.off,Mech,38802,19403,
"-0.017131
0.137504
-0.008649","0.505644
0.921683
0.514126","-0.539906
-0.646675
-0.531424","-0.004711
-0.004857
-0.008649",tri,339.off,Mech,29996,15000,
"0.000690
0.036790
-0.002447","0.659262
0.497791
0.656125","-0.657883
-0.424210
-0.661020","0.000689
-0.000856
-0.002446",tri,340.off,Mech,29990,14997,
"-0.002810
-0.026923
-0.131130","0.984737
0.703751
0.152493","-0.990358
-0.757597
-0.414752","-0.002391
0.000382
-0.015920",tri,121.off,Octopus,47552,23776,
"0.019225
0.036681
-0.091069","0.939458
0.793349
0.241514","-0.901008
-0.719987
-0.423652","0.000059
0.000061
-0.012084",tri,122.off,Octopus,57992,28998,
"-0.016305
-0.024009
0.077433","0.682964
0.522030
0.707908","-0.715574
-0.570047
-0.553041","0.001166
0.002922
0.016983",tri,123.off,Octopus,30982,15493,
"-0.085143
-0.020453
0.076989","0.636739
0.867423
0.438870","-0.807024
-0.908330
-0.284893","0.000594
-0.007203
-0.042283",tri,124.off,Octopus,24792,12398,
"0.066652
0.136740
0.118093","0.553869
0.561305
0.641850","-0.420565
-0.287826
-0.405664","0.042727
0.163321
0.016825",tri,125.off,Octopus,42912,21458,
"0.102784
-0.027401
-0.036576","0.559644
0.829264
0.798804","-0.354075
-0.884065
-0.871955","0.000608
-0.002927
-0.003760",tri,126.off,Octopus,50584,25294,
"-0.023757
0.002553
0.019948","0.738896
0.808097
0.527044","-0.786409
-0.802991
-0.487148","0.003409
0.002246
-0.003793",tri,127.off,Octopus,23808,11906,
"-0.037474
-0.027580
0.041637","0.634512
0.282374
0.879072","-0.709460
-0.337533
-0.795798","-0.001681
-0.006553
-0.005975",tri,128.off,Octopus,49296,24650,
"-0.012546
0.061853
0.087871","0.910307
0.843603
0.473042","-0.935399
-0.719898
-0.297299","0.003381
-0.006153
-0.001959",tri,129.off,Octopus,49136,24570,
"0.033367
-0.006941
0.105070","0.761359
0.817771
0.526867","-0.694625
-0.831653
-0.316726","-0.008240
0.001245
-0.010387",tri,130.off,Octopus,61960,30982,
"-0.064467
0.056313
0.051876","0.477700
0.786238
0.792964","-0.606634
-0.673613
-0.689212","0.000333
0.001040
0.001085",tri,131.off,Octopus,22098,11051,
"0.008701
0.000798
0.010068","0.265467
0.288989
0.970338","-0.248066
-0.287393
-0.950202","0.001613
0.001292
-0.123846",tri,132.off,Octopus,62480,31242,
"0.181609
-0.055257
0.031967","0.664705
0.758491
0.672418","-0.301487
-0.869005
-0.608485","0.006078
-0.003763
-0.032513",tri,133.off,Octopus,20932,10466,
"0.032333
-0.000941
-0.031931","0.687405
0.837615
0.499034","-0.622739
-0.839498
-0.562896","-0.001338
-0.000428
-0.007434",tri,134.off,Octopus,21860,10932,
"-0.001022
0.037850
0.029500","0.570204
0.764071
0.630861","-0.572248
-0.688371
-0.571860","0.004066
0.003039
-0.015542",tri,135.off,Octopus,30398,15201,
"-0.030771
-0.013438
-0.009999","0.671582
0.662309
0.468353","-0.733125
-0.689184
-0.488352","0.000130
-0.001579
-0.011608",tri,136.off,Octopus,28248,14126,
"0.031503
-0.086457
-0.026181","0.595435
0.574479
0.472584","-0.532428
-0.747394
-0.524945","0.002945
-0.006956
0.022026",tri,137.off,Octopus,72976,36490,
"0.006375
-0.169279
0.021037","0.804854
0.348262
0.576719","-0.792104
-0.686821
-0.534644","-0.001677
0.008305
0.013450",tri,138.off,Octopus,76736,38370,
"-0.019285
0.016476
0.024806","0.720578
0.755700
0.293564","-0.759149
-0.722748
-0.243951","-0.005424
0.003175
0.007001",tri,139.off,Octopus,64120,32062,
"0.115817
-0.005939
0.048464","0.912053
0.792797
0.472634","-0.680418
-0.804676
-0.375706","-0.002337
0.000011
-0.010237",tri,140.off,Octopus,73584,36794,
"-0.080913
0.002924
-0.051981","0.513916
0.085390
0.865198","-0.675742
-0.079542
-0.969160","-0.007945
0.000102
0.003569",tri,201.off,Plier,35880,17942,
"-0.090245
0.002682
-0.059194","0.510068
0.085010
0.855773","-0.690559
-0.079647
-0.974161","-0.007568
0.000017
0.004136",tri,202.off,Plier,35912,17958,
"-0.102140
0.001681
-0.067464","0.503271
0.083708
0.836305","-0.707551
-0.080345
-0.971232","-0.004893
-0.001065
-0.009884",tri,203.off,Plier,31232,15618,
"0.099931
0.001807
-0.008275","0.968014
0.079071
0.679732","-0.768151
-0.075458
-0.696282","-0.010351
-0.000395
0.003862",tri,204.off,Plier,35240,17622,
"0.032646
0.002281
-0.029775","0.670048
0.088189
0.905731","-0.604756
-0.083628
-0.965282","-0.002290
-0.000436
0.003503",tri,205.off,Plier,35808,17906,
"-0.113986
0.002322
-0.052368","0.513922
0.084225
0.853499","-0.741894
-0.079580
-0.958235","-0.005013
-0.000049
0.005094",tri,206.off,Plier,38336,19170,
"-0.070074
0.000177
-0.057377","0.626326
0.079515
0.817700","-0.766474
-0.079161
-0.932455","-0.001344
-0.000191
0.004217",tri,207.off,Plier,41600,20802,
"-0.023061
0.001657
-0.071654","0.724927
0.082087
0.734576","-0.771048
-0.078774
-0.877884","0.001691
-0.000127
0.004136",tri,208.off,Plier,48816,24410,
"0.037041
0.002071
-0.076185","0.844517
0.081568
0.662202","-0.770434
-0.077426
-0.814571","-0.000802
0.000104
-0.005532",tri,209.off,Plier,40864,20434,
"0.075024
0.002562
-0.046364","0.910662
0.084707
0.669505","-0.760613
-0.079584
-0.762233","-0.002604
-0.000091
0.001721",tri,210.off,Plier,44048,22026,
"0.102747
-0.000117
-0.024558","0.958861
0.075767
0.681878","-0.753368
-0.076002
-0.730995","-0.003187
-0.000788
-0.003335",tri,211.off,Plier,34256,17130,
"0.097891
0.002620
0.015646","0.986017
0.082488
0.703256","-0.790235
-0.077249
-0.671964","-0.007368
0.000107
0.007189",tri,212.off,Plier,34368,17186,
"-0.029474
-0.000728
-0.062097","0.563090
0.077768
0.807039","-0.622039
-0.079225
-0.931232","-0.000586
-0.002370
0.002807",tri,213.off,Plier,31688,15846,
"-0.010292
0.000863
-0.061152","0.585461
0.083022
0.839296","-0.606046
-0.081296
-0.961601","-0.002815
-0.001618
0.007749",tri,214.off,Plier,30416,15210,
"0.003690
0.003337
-0.052381","0.607841
0.087098
0.876917","-0.600461
-0.080424
-0.981678","-0.004081
0.000182
0.004945",tri,215.off,Plier,35688,17846,
"0.014308
0.003240
-0.052325","0.621804
0.087471
0.881888","-0.593188
-0.080990
-0.986539","-0.004914
0.000083
0.004683",tri,216.off,Plier,35808,17906,
"0.031676
0.000099
-0.036733","0.666968
0.080117
0.845229","-0.603615
-0.079919
-0.918695","-0.006053
-0.000167
0.000037",tri,217.off,Plier,41592,20798,
"0.052557
0.001552
-0.016888","0.683910
0.081482
0.789956","-0.578796
-0.078379
-0.823731","-0.005453
-0.000115
-0.001339",tri,218.off,Plier,49568,24786,
"0.017394
0.006642
-0.178242","0.790282
0.076242
0.597508","-0.755494
-0.062958
-0.953991","0.000296
0.000460
-0.000689",tri,219.off,Plier,31520,15762,
"0.027436
0.006677
-0.139990","0.814029
0.078240
0.586875","-0.759156
-0.064886
-0.866856","0.002509
0.000326
-0.001185",tri,220.off,Plier,35640,17822,
"0.000074
-0.004015
0.303046","0.840314
0.542058
0.732109","-0.840166
-0.550088
-0.126016","-0.000697
-0.010150
-0.008992",tri,141.off,Table,27848,13926,
"0.008359
-0.110617
0.009278","0.999625
0.044114
0.511750","-0.982906
-0.265349
-0.493193","-0.000362
0.000696
-0.000095",tri,142.off,Table,78400,39202,
"0.009039
-0.120204
0.009185","0.999831
0.034432
0.511519","-0.981753
-0.274840
-0.493150","-0.000574
0.000383
-0.000150",tri,143.off,Table,74144,37074,
"0.008210
-0.175633
0.001921","0.999590
0.048795
0.807493","-0.983170
-0.400061
-0.803651","-0.000167
0.000145
0.000026",tri,144.off,Table,30160,15082,
"0.003433
-0.299752
0.003284","0.639463
0.188248
0.639301","-0.632598
-0.787751
-0.632734","0.003228
0.045745
0.003019",tri,145.off,Table,26408,13206,
